,cat_total_funding,cat_funding_day,cat_funding_range_1_2,cat_company_age,name,funding_total_usd,status,funding_rounds,Industry_Group,funding_day,funding_range_1_2,company_age,Continent_Name
2307,level_5,level_5,level_2,level_1,Hadapt,16200000.0,success,2,Data Science,658.0,384.0,11,North America
2308,level_2,level_2,level_3,level_1,Hall,6080000.0,success,3,Other,243.0,691.0,10,North America
2309,level_1,level_0,level_0,level_2,HAM-IT,340000.0,failure,1,Media & Publishing,0.0,0.0,13,North America
2310,level_7,level_5,level_4,level_6,Hammerhead Systems,73000000.0,failure,3,Information Technology,755.0,1283.0,19,North America
2311,level_5,level_0,level_4,level_1,Handmade Mobile,15391438.0,failure,3,Community and Lifestyle,0.0,1487.0,7,North America
2312,level_3,level_7,level_2,level_7,Handmark,10000000.0,success,2,Electronics,1899.0,360.0,21,North America
2313,level_5,level_6,level_0,level_6,Hands-On Mobile,30000000.0,success,1,Game & Applications,1738.0,0.0,20,North America
2314,level_2,level_8,level_0,level_7,HandsFree Networks,4000000.0,failure,1,Information Technology,4912.0,0.0,22,North America
2315,level_8,level_7,level_4,level_6,Hansen Medical,115971250.0,success,5,Health Care & Biotechnology,3628.0,1203.0,19,North America
2316,level_1,level_0,level_0,level_1,Happy Tom,43000.0,success,1,Consumer Goods,0.0,0.0,7,North America
2317,level_7,level_2,level_3,level_2,Hara,45000000.0,success,3,Information Technology,500.0,732.0,13,North America
2318,level_1,level_8,level_0,level_7,Harbinger Medical,550000.0,failure,1,Health Care & Biotechnology,6324.0,0.0,28,North America
2319,level_2,level_5,level_0,level_6,HardMetrics,2000000.0,success,1,Information Technology,1434.0,0.0,18,North America
2320,level_5,level_2,level_5,level_7,Harmonix Music Systems,15045983.0,success,5,Game & Applications,513.0,7038.0,26,North America
2321,level_7,level_7,level_4,level_7,Harmony Information Systems,42000000.0,success,4,Information Technology,3267.0,1829.0,23,North America
2322,level_6,level_8,level_0,level_8,Harper Love Adhesive,38730470.0,failure,1,Services,13266.0,0.0,43,North America
2323,level_2,level_0,level_3,level_1,Hashable,4000000.0,failure,3,Information Technology,0.0,738.0,11,North America
2324,level_1,level_1,level_0,level_0,"Hashtaggy, Inc.",20000.0,failure,1,Electronics,55.0,0.0,6,North America
2325,level_1,level_1,level_0,level_1,HashTip,200000.0,failure,1,Information Technology,20.0,0.0,9,North America
2326,level_6,level_1,level_0,level_0,Hatch Marketing Plans,38730470.0,failure,1,Services,44.0,0.0,6,North America
2327,level_6,level_5,level_0,level_7,Hatcher Associates,38730470.0,success,1,Services,885.0,0.0,25,North America
2328,level_5,level_7,level_2,level_7,Hatteras Networks,36000000.0,success,2,Information Technology,1985.0,358.0,21,North America
2329,level_2,level_2,level_3,level_3,Haute Secure,2100000.0,success,2,Privacy and Security,365.0,798.0,15,North America
2330,level_7,level_2,level_2,level_2,HauteLook,41000000.0,success,2,Commerce & Marketing,528.0,387.0,14,North America
2331,level_6,level_0,level_0,level_0,HayMap LLC,38730470.0,failure,1,Information Technology,0.0,0.0,6,North America
2332,level_6,level_7,level_0,level_2,HCI,38730470.0,success,1,Transportation,2144.0,0.0,13,North America
2333,level_1,level_2,level_0,level_3,HeadCase Humanufacturing,900000.0,failure,1,Information Technology,239.0,0.0,15,North America
2334,level_1,level_5,level_0,level_2,HeadMix,660000.0,failure,1,Information Technology,1038.0,0.0,14,North America
2335,level_5,level_8,level_2,level_7,Headplay,10814672.0,failure,4,Game & Applications,4507.0,156.0,23,North America
2336,level_4,level_5,level_5,level_7,HeadSprout,10356751.0,success,3,Information Technology,998.0,3089.0,22,North America
2337,level_1,level_8,level_0,level_8,Headstrong,75000.0,success,1,Services,10641.0,0.0,40,North America
2338,level_1,level_1,level_0,level_1,HeadsUP!,100000.0,failure,1,Services,110.0,0.0,8,North America
2339,level_1,level_1,level_2,level_2,Healogica,890000.0,failure,2,Health Care & Biotechnology,142.0,393.0,14,North America
2340,level_2,level_7,level_0,level_6,Health Benefits Direct,5400000.0,failure,1,Services,2465.0,0.0,17,North America
2341,level_1,level_2,level_0,level_2,Health Diagnostic Laboratory,400000.0,success,1,Health Care & Biotechnology,470.0,0.0,13,North America
2342,level_1,level_7,level_0,level_6,Health Discovery,475000.0,success,1,Health Care & Biotechnology,3019.0,0.0,20,North America
2343,level_3,level_0,level_4,level_2,Health Guru Media Inc.,9450000.0,success,3,Education,0.0,1640.0,14,North America
2344,level_5,level_8,level_0,level_7,Health Hero Network(Bosch Healthcare),16000000.0,success,1,Information Technology,6895.0,0.0,33,North America
2345,level_5,level_7,level_4,level_7,Health Market Science,17939376.0,success,4,Data Science,2218.0,2034.0,22,North America
2346,level_6,level_8,level_0,level_7,HealthCare Partners,38730470.0,success,1,Services,4809.0,0.0,29,North America
2347,level_7,level_8,level_4,level_7,HealthcareSource,41200000.0,success,2,Information Technology,5889.0,997.0,29,North America
2348,level_7,level_5,level_0,level_3,HealthCentral,50000000.0,success,1,Health Care & Biotechnology,730.0,0.0,15,North America
2349,level_5,level_7,level_0,level_6,HealthEquity,12500000.0,success,1,Health Care & Biotechnology,3538.0,0.0,19,North America
2350,level_2,level_8,level_4,level_7,HealthFusion,2242196.0,success,2,Information Technology,4386.0,925.0,23,North America
2351,level_6,level_0,level_3,level_2,HealthLok,38730470.0,failure,2,Health Care & Biotechnology,0.0,730.0,13,North America
2352,level_2,level_2,level_0,level_1,HealthPocket,2000000.0,success,1,Information Technology,234.0,0.0,9,North America
2353,level_5,level_2,level_3,level_1,Healthrageous,15000000.0,failure,3,Information Technology,553.0,702.0,11,North America
2354,level_1,level_5,level_2,level_1,HealthRally,400000.0,failure,2,Community and Lifestyle,640.0,31.0,11,North America
2355,level_2,level_8,level_0,level_7,HealthSpring,3700000.0,success,1,Health Care & Biotechnology,4918.0,0.0,21,North America
2356,level_2,level_8,level_0,level_7,HealthStream,2400000.0,success,1,Information Technology,8843.0,0.0,31,North America
2357,level_5,level_3,level_4,level_2,HealthWarehouse.com,17620400.0,success,7,Commerce & Marketing,606.0,1947.0,14,North America
2358,level_5,level_8,level_3,level_8,Healthways,25000000.0,success,2,Sports,11212.0,750.0,40,North America
2359,level_6,level_2,level_0,level_1,HealthyOut,38730470.0,success,1,Health Care & Biotechnology,379.0,0.0,9,North America
2360,level_1,level_0,level_2,level_0,Healvo,210000.0,failure,2,Services,0.0,20.0,6,North America
2361,level_5,level_7,level_0,level_7,Heartscape,16980998.0,success,1,Health Care & Biotechnology,2670.0,0.0,21,North America
2362,level_5,level_0,level_2,level_5,"Heartscape Technologies, Inc.",18400000.0,failure,2,Health Care & Biotechnology,0.0,562.0,16,North America
2363,level_2,level_1,level_0,level_1,HeartThis,2000000.0,success,1,Commerce & Marketing,81.0,0.0,8,North America
2364,level_7,level_7,level_0,level_6,HeartWare International,55000000.0,success,1,Information Technology,2052.0,0.0,17,North America
2365,level_5,level_5,level_4,level_2,Heat Biologics,15599800.0,success,4,Health Care & Biotechnology,687.0,1741.0,13,North America
2366,level_1,level_1,level_0,level_0,"Helbiz, Inc.",250000.0,failure,1,Commerce & Marketing,4.0,0.0,6,North America
2367,level_8,level_6,level_2,level_2,Heliae,123400000.0,failure,3,Health Care & Biotechnology,1583.0,489.0,13,North America
2368,level_1,level_6,level_0,level_6,Helicomm,1000000.0,failure,1,Information Technology,1540.0,0.0,19,North America
2369,level_1,level_2,level_2,level_1,Heliotrope Technologies,11482.0,failure,2,Information Technology,214.0,365.0,9,North America
2370,level_2,level_5,level_3,level_3,Helix Therapeutics,3362500.0,failure,3,Health Care & Biotechnology,1173.0,614.0,15,North America
2371,level_5,level_2,level_3,level_2,Helixis,17333336.0,success,2,Health Care & Biotechnology,241.0,783.0,14,North America
2372,level_1,level_6,level_0,level_6,HellHouse Media,250000.0,failure,1,Services,1549.0,0.0,17,North America
2373,level_1,level_2,level_4,level_3,Hello Chair,889999.0,failure,2,Electronics,516.0,1046.0,15,North America
2374,level_6,level_5,level_0,level_1,Hello Giggles,38730470.0,success,1,Media & Publishing,1202.0,0.0,10,North America
2375,level_5,level_2,level_3,level_2,HelloWallet,16150000.0,success,3,Information Technology,428.0,692.0,12,North America
2376,level_1,level_2,level_0,level_1,Help Me Rent Magazine,500000.0,failure,1,Real Estate,212.0,0.0,11,North America
2377,level_6,level_8,level_0,level_8,Help/Systems,38730470.0,success,1,Information Technology,11064.0,0.0,39,North America
2378,level_1,level_2,level_0,level_2,HelpHive,250000.0,failure,1,Information Technology,182.0,0.0,13,North America
2379,level_1,level_2,level_0,level_1,HelpMeRent.com,154000.0,failure,1,Real Estate,304.0,0.0,11,North America
2380,level_1,level_0,level_0,level_0,"HelpSquad, LLC",500000.0,failure,1,Services,0.0,0.0,6,North America
2381,level_6,level_7,level_0,level_6,HerBabyShower,38730470.0,failure,1,Commerce & Marketing,3926.0,0.0,19,North America
2382,level_3,level_5,level_0,level_5,Heritage Pharmaceuticals,10000000.0,failure,1,Health Care & Biotechnology,1200.0,0.0,16,North America
2383,level_5,level_2,level_4,level_2,Heroku,13020000.0,success,3,Information Technology,184.0,860.0,14,North America
2384,level_8,level_8,level_0,level_7,Hersha Hospitality Trust,500000000.0,failure,1,Health Care & Biotechnology,5912.0,0.0,23,North America
2385,level_2,level_8,level_0,level_7,HESKA,3570000.0,success,1,Health Care & Biotechnology,5542.0,0.0,23,North America
2386,level_2,level_1,level_2,level_1,Heureka Software,1925000.0,failure,3,Information Technology,122.0,304.0,7,North America
2387,level_1,level_2,level_0,level_1,"Hey, Neighbor!",140000.0,failure,1,Other,365.0,0.0,11,North America
2388,level_1,level_1,level_0,level_1,HeyBubble,400000.0,success,2,Messaging and Telecommunication,76.0,0.0,10,North America
2389,level_1,level_1,level_2,level_2,Heysan,875000.0,success,2,Information Technology,1.0,183.0,14,North America
2390,level_7,level_5,level_4,level_6,hi5,52000000.0,success,4,Game & Applications,1308.0,1108.0,18,North America
2391,level_5,level_5,level_0,level_6,Hidden City Games,15000000.0,failure,1,Game & Applications,1399.0,0.0,17,North America
2392,level_7,level_7,level_0,level_7,HiddenMind Technology,50000000.0,success,1,Game & Applications,2356.0,0.0,27,North America
2393,level_1,level_1,level_2,level_1,HiGear,1300000.0,success,2,Transportation,120.0,159.0,10,North America
2394,level_5,level_2,level_3,level_2,High Gear Media,12000000.0,success,2,Transportation,304.0,607.0,14,North America
2395,level_5,level_7,level_3,level_6,High Street Partners,14300000.0,failure,2,Information Technology,3508.0,593.0,19,North America
2396,level_1,level_7,level_0,level_7,High Tower Software,1000000.0,success,1,Privacy and Security,2860.0,0.0,22,North America
2397,level_2,level_2,level_0,level_6,HighBeam Research,3100000.0,success,1,Information Technology,360.0,0.0,19,North America
2398,level_6,level_5,level_5,level_7,Higher One,38730470.0,success,3,Education,731.0,2404.0,21,North America
2399,level_1,level_1,level_3,level_1,HigherNext,1065000.0,success,4,Education,92.0,687.0,11,North America
2400,level_4,level_2,level_3,level_1,HighGround,10159999.0,success,3,Services,335.0,626.0,9,North America
2401,level_3,level_8,level_0,level_8,HighJump Software,10000000.0,success,1,Information Technology,6974.0,0.0,38,North America
2402,level_2,level_5,level_0,level_1,hint,5900000.0,failure,1,Information Technology,920.0,0.0,11,North America
2403,level_1,level_2,level_0,level_2,HipChat,100000.0,success,1,Messaging and Telecommunication,343.0,0.0,12,North America
2404,level_5,level_5,level_5,level_6,Hipcricket,17550000.0,success,3,Media & Publishing,1176.0,2399.0,17,North America
2405,level_6,level_5,level_0,level_2,Hiperos,38730470.0,success,1,Information Technology,1460.0,0.0,14,North America
2406,level_1,level_2,level_0,level_1,HipGeo,500000.0,failure,1,Travel and Tourism,262.0,0.0,11,North America
2407,level_5,level_5,level_3,level_5,HipLogic,14664565.0,success,2,Electronics,1133.0,663.0,16,North America
2408,level_1,level_1,level_0,level_1,Hipster,1000000.0,success,1,Information Technology,135.0,0.0,10,North America
2409,level_6,level_0,level_0,level_1,HireHive,38730470.0,failure,1,Other,0.0,0.0,10,North America
2410,level_5,level_2,level_5,level_6,HistoRx,13260546.0,success,4,Health Care & Biotechnology,257.0,2446.0,17,North America
2411,level_1,level_0,level_0,level_2,Hit Systems,125000.0,failure,1,Information Technology,0.0,0.0,13,North America
2412,level_2,level_2,level_3,level_2,Hitpost,2000000.0,success,3,Information Technology,275.0,846.0,12,North America
2413,level_2,level_5,level_0,level_2,Hive Media,1500000.0,failure,1,Game & Applications,1338.0,0.0,13,North America
2414,level_6,level_0,level_0,level_3,Hive7,38730470.0,success,1,Media & Publishing,0.0,0.0,15,North America
2415,level_5,level_5,level_1,level_6,HiWired,14000000.0,success,2,Information Technology,1461.0,1.0,17,North America
2416,level_1,level_0,level_0,level_1,HN Discounts Corporation,25000.0,failure,1,Commerce & Marketing,0.0,0.0,10,North America
2417,level_8,level_8,level_0,level_8,Hologic,450000000.0,success,1,Health Care & Biotechnology,9464.0,0.0,36,North America
2418,level_1,level_2,level_2,level_2,Home-Account,1000000.0,success,2,Services,166.0,91.0,13,North America
2419,level_1,level_7,level_0,level_6,Home Comfort Zones,1250000.0,success,1,Information Technology,3030.0,0.0,19,North America
2420,level_7,level_7,level_0,level_7,Home Decor Products,65000000.0,failure,1,Services,2544.0,0.0,21,North America
2421,level_6,level_7,level_0,level_8,Home Health Corporation of America,38730470.0,failure,1,Services,3833.0,0.0,39,North America
2422,level_8,level_0,level_4,level_5,HomeAway,504678370.0,success,5,Media & Publishing,0.0,2099.0,16,North America
2423,level_6,level_0,level_4,level_1,Homejoy,39700000.0,failure,5,Health Care & Biotechnology,0.0,1375.0,9,North America
2424,level_2,level_2,level_0,level_5,Homeowners of America Holding,4950000.0,success,1,Health Care & Biotechnology,304.0,0.0,16,North America
2425,level_6,level_2,level_0,level_2,HomeRun,38730470.0,success,1,Information Technology,497.0,0.0,12,North America
2426,level_2,level_5,level_5,level_7,HomeSphere,2000000.0,success,2,Information Technology,1250.0,2422.0,22,North America
2427,level_6,level_4,level_0,level_1,Honestly Now,38730470.0,failure,1,Media & Publishing,627.0,0.0,11,North America
2428,level_5,level_8,level_0,level_8,Honeywell,11400000.0,success,1,Manufacturing,8953.0,0.0,36,North America
2429,level_6,level_1,level_0,level_2,Honk,38730470.0,success,1,Transportation,71.0,0.0,12,North America
2430,level_6,level_2,level_0,level_1,Hoonto,38730470.0,failure,1,Services,264.0,0.0,9,North America
2431,level_2,level_5,level_0,level_6,HopeLab,9000000.0,failure,1,Health Care & Biotechnology,1461.0,0.0,20,North America
2432,level_1,level_3,level_0,level_1,"hopOn, Inc.",750000.0,success,1,Information Technology,588.0,0.0,8,North America
2433,level_1,level_2,level_0,level_1,Hoppit,500000.0,success,1,Information Technology,547.0,0.0,10,North America
2434,level_1,level_1,level_0,level_1,Hopscot.ch,50000.0,failure,1,Information Technology,23.0,0.0,11,North America
2435,level_2,level_2,level_4,level_1,Hopscotch,2000000.0,failure,2,Information Technology,455.0,1059.0,11,North America
2436,level_1,level_0,level_0,level_1,hopscout,1300000.0,failure,1,Commerce & Marketing,0.0,0.0,10,North America
2437,level_2,level_5,level_2,level_5,HopStop.com,2000000.0,success,2,Other,911.0,184.0,16,North America
2438,level_8,level_5,level_5,level_5,Horizon Pharma,492000000.0,success,4,Health Care & Biotechnology,933.0,2523.0,16,North America
2439,level_8,level_8,level_2,level_7,Horizon Wind Energy,318000000.0,success,2,Information Technology,4354.0,26.0,23,North America
2440,level_7,level_7,level_0,level_6,Horsehead Holding,50000000.0,success,1,Manufacturing,4243.0,0.0,18,North America
2441,level_8,level_0,level_4,level_1,Hortonworks,248000000.0,success,5,Data Science,0.0,1149.0,10,North America
2442,level_1,level_1,level_0,level_2,HotClickVideo,525000.0,failure,1,Commerce & Marketing,96.0,0.0,12,North America
2443,level_2,level_5,level_4,level_3,Hotelicopter,5000000.0,failure,2,Information Technology,900.0,864.0,15,North America
2444,level_2,level_1,level_4,level_2,Hotlist,1474998.0,failure,4,Education,121.0,1340.0,13,North America
2445,level_2,level_5,level_0,level_5,HotPads,2300000.0,success,1,Travel and Tourism,666.0,0.0,16,North America
2446,level_2,level_2,level_0,level_2,Hot Potato,1420000.0,success,1,Community and Lifestyle,328.0,0.0,12,North America
2447,level_4,level_2,level_4,level_2,Hotspur Technologies,10321150.0,success,5,Services,305.0,1035.0,13,North America
2448,level_6,level_2,level_0,level_2,HourVille,38730470.0,failure,1,Education,578.0,0.0,13,North America
2449,level_1,level_5,level_0,level_1,HouseFix,149996.0,failure,1,Community and Lifestyle,652.0,0.0,11,North America
2450,level_5,level_7,level_0,level_7,HouseValues,14500000.0,success,1,Manufacturing,1967.0,0.0,22,North America
2451,level_5,level_2,level_4,level_2,HowAboutWe,22300000.0,success,3,Information Technology,304.0,1120.0,12,North America
2452,level_7,level_2,level_5,level_7,HowStuffWorks,75000000.0,success,2,Information Technology,530.0,2492.0,22,North America
2453,level_6,level_7,level_0,level_5,Hoyos Corporation,40000000.0,failure,1,Information Technology,2110.0,0.0,16,North America
2454,level_7,level_8,level_4,level_7,HTG Molecular Diagnostics,47232376.0,success,5,Health Care & Biotechnology,5167.0,1282.0,24,North America
2455,level_1,level_2,level_3,level_1,Hubble Telemedical,1150000.0,success,4,Health Care & Biotechnology,517.0,634.0,10,North America
2456,level_1,level_0,level_0,level_2,hubbuzz.com,750000.0,failure,1,Information Technology,0.0,0.0,14,North America
2457,level_1,level_1,level_0,level_1,Hubkick,112500.0,failure,1,Information Technology,65.0,0.0,10,North America
2458,level_5,level_7,level_0,level_7,Hubspan,13000000.0,success,1,Information Technology,2113.0,0.0,21,North America
2459,level_8,level_0,level_5,level_3,HubSpot,100500000.0,success,6,Commerce & Marketing,0.0,2385.0,15,North America
2460,level_5,level_2,level_4,level_2,Huddler,22750000.0,success,3,Media & Publishing,396.0,975.0,14,North America
2461,level_1,level_0,level_0,level_1,"Hudooku, Inc.",175000.0,failure,1,Messaging and Telecommunication,0.0,0.0,7,North America
2462,level_5,level_0,level_4,level_5,The Huffington Post,37000000.0,success,5,Media & Publishing,0.0,1918.0,16,North America
2463,level_1,level_2,level_0,level_2,Hug Energy,600000.0,failure,1,Information Technology,304.0,0.0,12,North America
2464,level_7,level_5,level_2,level_2,Hughes Telematics,67255150.0,success,3,Electronics,1235.0,518.0,14,North America
2465,level_2,level_2,level_2,level_1,Hukkster,4500000.0,failure,3,Information Technology,227.0,483.0,9,North America
2466,level_1,level_2,level_2,level_1,Human Demand,1225000.0,success,2,Electronics,306.0,107.0,9,North America
2467,level_1,level_5,level_0,level_2,Human Network Labs,50000.0,failure,1,Information Technology,1221.0,0.0,14,North America
2468,level_1,level_3,level_2,level_2,Humanoid,1100000.0,success,2,Media & Publishing,608.0,183.0,13,North America
2469,level_7,level_8,level_4,level_8,Humedica,63000000.0,success,3,Health Care & Biotechnology,11231.0,928.0,42,North America
2470,level_5,level_1,level_4,level_2,Hunch,19200000.0,success,3,Information Technology,61.0,862.0,14,North America
2471,level_1,level_0,level_0,level_1,Hurricane Party,20000.0,failure,1,Commerce & Marketing,0.0,0.0,11,North America
2472,level_2,level_5,level_2,level_3,HX Diagnostics,7800000.0,failure,2,Health Care & Biotechnology,1143.0,225.0,15,North America
2473,level_1,level_0,level_0,level_1,hyaqu,500000.0,failure,1,Commerce & Marketing,0.0,0.0,10,North America
2474,level_6,level_0,level_0,level_1,HybridSite Web Services,38730470.0,success,1,Information Technology,0.0,0.0,8,North America
2475,level_5,level_7,level_0,level_6,Hycrete,15000000.0,success,1,Other,2018.0,0.0,18,North America
2476,level_6,level_5,level_0,level_6,Hygeia Personal Care Products,38730470.0,failure,1,Information Technology,1279.0,0.0,17,North America
2477,level_5,level_2,level_3,level_3,Hyper9,17200000.0,success,4,Information Technology,383.0,769.0,15,North America
2478,level_3,level_5,level_2,level_6,Hyperic,9900000.0,success,2,Information Technology,860.0,391.0,17,North America
2479,level_8,level_4,level_4,level_3,Hyperion Therapeutics,165961500.0,success,7,Health Care & Biotechnology,612.0,1521.0,15,North America
2480,level_6,level_7,level_0,level_8,Hyperion Solutions,38730470.0,success,1,Information Technology,3872.0,0.0,40,North America
2481,level_5,level_5,level_3,level_6,HyperQuality,15500000.0,success,2,Data Science,893.0,590.0,18,North America
2482,level_1,level_8,level_0,level_7,Hypertension Diagnostics,833600.0,success,1,Health Care & Biotechnology,8837.0,0.0,33,North America
2483,level_1,level_1,level_4,level_2,I Am Smart Technology,752000.0,failure,2,Information Technology,5.0,1314.0,13,North America
2484,level_1,level_1,level_0,level_1,I Just Shared,200000.0,failure,1,Community and Lifestyle,87.0,0.0,11,North America
2485,level_6,level_5,level_0,level_2,i-Nalysis,38730470.0,failure,1,Information Technology,721.0,0.0,13,North America
2486,level_6,level_0,level_0,level_2,I-Shake,38730470.0,failure,1,Game & Applications,0.0,0.0,12,North America
2487,level_2,level_7,level_0,level_7,I-Works,7000000.0,success,1,Information Technology,4188.0,0.0,32,North America
2488,level_1,level_2,level_0,level_2,i2we,750000.0,failure,1,Community and Lifestyle,532.0,0.0,14,North America
2489,level_1,level_2,level_0,level_1,ibabybox,25000.0,failure,1,Community and Lifestyle,193.0,0.0,8,North America
2490,level_7,level_8,level_4,level_7,iBiquity Digital Corporation,42477640.0,success,2,Media & Publishing,5152.0,1623.0,30,North America
2491,level_5,level_7,level_0,level_7,IC Media Corporation,22500000.0,success,1,Information Technology,2251.0,0.0,23,North America
2492,level_2,level_8,level_0,level_7,ICAgen,5000000.0,success,1,Health Care & Biotechnology,6473.0,0.0,29,North America
2493,level_2,level_5,level_0,level_6,iCentera,1500000.0,success,1,Information Technology,657.0,0.0,18,North America
2494,level_1,level_2,level_0,level_6,IceRocket,300000.0,success,1,Information Technology,182.0,0.0,17,North America
2495,level_2,level_0,level_4,level_2,iChange,2330500.0,success,4,Services,0.0,1144.0,13,North America
2496,level_5,level_1,level_2,level_5,iConclude,12500000.0,success,3,Information Technology,31.0,433.0,16,North America
2497,level_6,level_1,level_0,level_1,ICONIC,38730470.0,failure,1,Commerce & Marketing,73.0,0.0,8,North America
2498,level_2,level_6,level_0,level_5,ICONIX BRAND GROUP,8000000.0,success,1,Clothing and Apparel,1584.0,0.0,16,North America
2499,level_7,level_5,level_4,level_6,iContact,53400190.0,success,6,Information Technology,1034.0,1582.0,18,North America
2500,level_1,level_0,level_0,level_0,iCredit,150000.0,failure,1,Other,0.0,0.0,6,North America
2501,level_2,level_5,level_0,level_3,iCurrent,3000000.0,success,1,Media & Publishing,943.0,0.0,15,North America
2502,level_5,level_1,level_4,level_6,ID Analytics,35150000.0,success,3,Information Technology,120.0,1841.0,19,North America
2503,level_2,level_5,level_4,level_2,Ideal Power,8250000.0,success,4,Information Technology,1325.0,1091.0,14,North America
2504,level_6,level_0,level_0,level_2,IdeaOffer,38730470.0,failure,1,Information Technology,0.0,0.0,12,North America
2505,level_8,level_2,level_4,level_2,ideeli,106800000.0,success,5,Commerce & Marketing,334.0,2045.0,14,North America
2506,level_5,level_0,level_4,level_1,Identified,22500000.0,success,4,Data Science,0.0,886.0,11,North America
2507,level_5,level_7,level_0,level_2,Identiv,20000000.0,success,1,Privacy and Security,2648.0,0.0,14,North America
2508,level_1,level_0,level_0,level_3,Identyx,50000.0,success,1,Community and Lifestyle,0.0,0.0,15,North America
2509,level_7,level_8,level_4,level_7,Idera Pharmaceuticals,53800000.0,success,3,Health Care & Biotechnology,7688.0,1483.0,32,North America
2510,level_6,level_0,level_0,level_2,ididwork,38730470.0,failure,1,Information Technology,0.0,0.0,13,North America
2511,level_1,level_0,level_3,level_2,Idooble,400000.0,failure,2,Commerce & Marketing,0.0,577.0,12,North America
2512,level_1,level_2,level_0,level_1,IDverge,125000.0,failure,1,Privacy and Security,372.0,0.0,11,North America
2513,level_6,level_2,level_0,level_1,IES,38730470.0,success,1,Information Technology,197.0,0.0,11,North America
2514,level_5,level_2,level_3,level_7,iExplore,14000000.0,success,4,Travel and Tourism,305.0,790.0,22,North America
2515,level_7,level_2,level_4,level_5,IGA Worldwide,51357500.0,failure,4,Media & Publishing,396.0,1596.0,16,North America
2516,level_6,level_1,level_0,level_2,Iggli,38730470.0,failure,1,Community and Lifestyle,151.0,0.0,14,North America
2517,level_8,level_5,level_4,level_1,Ignyta,173500000.0,success,7,Health Care & Biotechnology,730.0,1050.0,10,North America
2518,level_2,level_2,level_2,level_3,iGroup Network,2240000.0,failure,2,Information Technology,516.0,224.0,15,North America
2519,level_2,level_5,level_2,level_1,iHookup Social,2297181.0,failure,2,Information Technology,842.0,478.0,9,North America
2520,level_5,level_5,level_5,level_7,iJET International,13500000.0,success,3,Data Science,903.0,4563.0,22,North America
2521,level_7,level_4,level_4,level_7,IKANO Communications,47500000.0,success,2,Information Technology,621.0,2057.0,22,North America
2522,level_7,level_0,level_4,level_2,Ikanos,90000000.0,failure,3,Information Technology,0.0,2117.0,12,North America
2523,level_8,level_0,level_4,level_3,Ikaria,344947200.0,success,3,Health Care & Biotechnology,0.0,1618.0,15,North America
2524,level_8,level_7,level_4,level_7,ikaSystems,147492740.0,success,3,Information Technology,4036.0,1457.0,22,North America
2525,level_5,level_2,level_4,level_3,iKoa,20700000.0,failure,4,Media & Publishing,528.0,1129.0,15,North America
2526,level_1,level_5,level_2,level_2,Ilesfay Technology Group,965000.0,success,2,Information Technology,974.0,214.0,12,North America
2527,level_2,level_2,level_0,level_1,iLEVEL Solutions,6000000.0,success,1,Information Technology,192.0,0.0,11,North America
2528,level_3,level_5,level_0,level_7,iLIANT,10000000.0,success,1,Information Technology,737.0,0.0,21,North America
2529,level_5,level_0,level_4,level_1,APOCOLOPS,16500000.0,success,3,Media & Publishing,0.0,1461.0,9,North America
2530,level_2,level_7,level_0,level_7,iLinc,2962500.0,success,1,Other,3988.0,0.0,23,North America
2531,level_2,level_2,level_2,level_2,Illume Software,6797785.0,failure,3,Information Technology,293.0,511.0,12,North America
2532,level_2,level_7,level_0,level_7,Illuminations,9000000.0,failure,1,Consumer Goods,2192.0,0.0,25,North America
2533,level_2,level_7,level_0,level_7,iLumin Software,8500000.0,success,1,Information Technology,2936.0,0.0,25,North America
2534,level_2,level_0,level_2,level_3,Imagekind,2600000.0,success,2,Media & Publishing,0.0,421.0,15,North America
2535,level_1,level_2,level_0,level_1,Imagimod,100000.0,failure,1,Game & Applications,498.0,0.0,8,North America
2536,level_5,level_0,level_4,level_5,Imagine Communications,34700000.0,success,4,Information Technology,0.0,1935.0,16,North America
2537,level_5,level_5,level_5,level_7,Imago Scientific Instruments,11633057.0,success,4,Data Science,1364.0,2542.0,22,North America
2538,level_5,level_8,level_5,level_8,iMapData,20769648.0,success,4,Data Science,6990.0,5382.0,39,North America
2539,level_2,level_2,level_2,level_2,IMedExchange,2624000.0,failure,2,Information Technology,533.0,507.0,14,North America
2540,level_5,level_2,level_4,level_6,imeem,27132128.0,success,6,Media & Publishing,305.0,1795.0,18,North America
2541,level_1,level_0,level_2,level_2,Imindi,500000.0,failure,2,Information Technology,0.0,486.0,13,North America
2542,level_6,level_8,level_0,level_8,Immco Diagnostics,38730470.0,success,1,Services,13486.0,0.0,50,North America
2543,level_5,level_6,level_0,level_6,Immune Control,11300000.0,success,1,Health Care & Biotechnology,1655.0,0.0,20,North America
2544,level_8,level_2,level_5,level_2,Immune Design,99031500.0,success,5,Health Care & Biotechnology,188.0,2166.0,13,North America
2545,level_5,level_5,level_2,level_1,Immune Pharmaceuticals,33200000.0,success,3,Health Care & Biotechnology,1528.0,507.0,11,North America
2546,level_2,level_0,level_3,level_2,Immunet Corporation,2000000.0,success,2,Information Technology,0.0,670.0,13,North America
2547,level_1,level_6,level_0,level_1,Immuno Gum,1200000.0,failure,1,Health Care & Biotechnology,1538.0,0.0,10,North America
2548,level_5,level_8,level_2,level_8,ImmunoGen,26000000.0,success,4,Health Care & Biotechnology,11122.0,188.0,40,North America
